# Prumer nastroje; Tl.paketu:1,50;3,00;4,50
#------------------------------------------
0,60;1;-;-
0,70;2;2;-
0,80;2;2;-
0,90;2;2;-
1,00;3;2;2
1,10;3;2;2
1,20;3;3;2
1,30;4;3;3
1,40;5;4;4
1,50;6;5;5
1,60;6;6;5
1,70;7;7;6
1,80;8;7;7
1,90;8;8;8
2,00;9;8;8
2,10;8;8;8
2,40;8;8;7
2,50;7;6;6
2,80;6;6;6
3,00;6;6;5
